filename,entitydictionary
1101163044539.txt,"{'Ore.': 2, 'Richland': 1, 'WA': 1, 'Criscelia Valenzuela': 1, 'A. Miller': 1, 'West Richland': 1, 'Alderwood': 17, 'Ronnie': 2, 'Texas': 2, 'Dad': 2, 'Rebekah Lodge': 1, 'BARBARA A. MILLER Barbara': 1, 'Esmerelda Cisneros': 1, 'Roberta': 3, 'Robert Barker': 2, 'Missouri': 1, 'David Shifflett': 3, 'Jonas Hubbard': 1, 'Benjamin Cisneros': 1, 'Jeremiah Cisneros': 1, 'Gary': 1, 'Seattle': 2, 'Monica Cisneros': 1, 'Salvation Army': 1, 'Dessie': 2, 'Fidel Ortega': 1, 'Maria Elena': 1, 'Mike': 1, 'Arizona': 2, 'Elizabeth': 1, 'Peoria': 1, 'Shifflett Family': 1, 'Edwardo Cisneros': 1, 'Carolyn Shifflett': 2, 'Rosemarie': 1, 'Spokane': 4, 'Amanda Bartell': 1, 'David': 2, 'Cervantes': 1, 'Marilyn Anderson': 1, 'Elizet Rodriguez': 1, 'Shifflett': 1, 'Mabton': 1, 'Grandview': 8, 'Valley Hills': 1, 'Robert Warren': 1, 'North Ave.': 1, 'Life Care Center': 1, 'Roy': 1, 'Robert A. Miller': 1, 'Violet': 1, 'Bessie': 1, 'Al Barker': 1, 'Manzanita': 1, 'Esperanza Cisneros': 1, 'Robert': 1, 'Carolyn Lipe': 1, 'Redeemer Lutheran Church': 2, 'Bobbie': 1, 'Bobby Warren': 1, 'Helen Tegner': 1, 'Cornerstone Assembly': 1, 'Harold': 1, 'RONNIE SHIFFLETT Ronnie Shifflett': 1, 'St. Joseph Catholic Church': 2, 'California': 1, 'Moses Lake': 2, 'McDaniels': 1, 'Ben': 1, 'Juana Godinez': 1, 'Wyatt': 1, 'Selena Cisneros': 1, 'Eva Miller': 1, 'Ben F. Warren': 2, 'Marine Corp League': 1, 'Auburn': 1, 'Betty Yeatman': 1, 'Wells Funeral Home': 2, 'MaryEllen': 1, 'Larry Warren': 1, 'Ignacio': 5, 'Clint': 1, 'Wanda': 1, 'Ariz': 1, 'Lake of the Ozarks': 1, 'IGNACIO CISNEROS Ignacio Cisneros': 1, 'Teckla Swanson': 1, 'Valley': 1, 'Idaho': 1, 'Cheryl': 1, 'ROBERTA F. WARREN Roberta F. Warren': 1, 'Hazel': 1, 'Abel Ortega': 1, 'Cisneros': 1, 'Tessie Hubbard': 1, 'Angel Cisneros': 1, 'Odell Baird': 1, 'Sandpoint': 1, 'Harrison Middle School': 1, 'Yakima Valley': 1, 'Reynaldo': 1, 'Wal-Mart': 1, 'David Miller': 1, 'Grandview Cemetery': 1, 'Amelia Ortega': 1, 'Craig Miller': 1, 'Mexico': 2, 'Sweetwater': 1, 'Bruce Miller': 1, 'S. Schafer': 1, 'Portland': 1, 'Yakima': 1}"
1101242542555.txt,"{'Sandra Swanson': 1, 'Dino Rossi': 1, 'Pierce': 1, 'Mike Leita': 1, 'Bush': 4, 'Eastern Washington': 1, 'Swanson': 1, 'Alderwood County': 1, 'Leita': 1, 'County Commission': 1, 'Rossi': 2}"
1101162607702.txt,"{'Jovanni Ochoa': 1, 'Mabton': 8, 'Highland': 1, 'Zahn': 2, 'Vikings': 2, 'Vikes': 2, 'Waterville': 1, 'Washington': 1, 'Pablo Sanchez': 1, 'Elizondo': 1, 'Pateros': 1, 'Harris': 1, 'Zavala': 3, 'Sanchez': 4, 'Ray Elizondo': 1, 'Marco Zepeda': 1, 'Billy Goats': 3, 'Ryan Harris': 1, 'Ryan Harris.Search': 1, 'Alex Zavala': 1}"
1101163288338.txt,"{'Gonzalez': 1, 'C. Bill LloydContract': 1, 'Alderwood School Board Agenda Date Published': 1, 'Denny Blaine Building': 1, 'Culver': 1, 'G. Meridith MillerContract': 1, 'D. Ben TalbertContract': 1, 'H. Raquel MendozaContract': 1, 'F. Terrence MenageContract': 1, 'E. Alex MendezContract': 1, 'VIII': 1}"
1101242898417.txt,"{'Meagan Groat': 1, 'Melissa Neff': 1, 'Washington State Dairy Ambassador': 1, 'Snohomish County': 1, 'Carissa Sauer': 1, 'Golob': 3, 'LYNNWOOD': 1, 'Klein': 1, 'Alderwood Valley Dairy': 1, 'Washington Dairy Products Commission': 1, 'Jessica Orange': 1, 'Kristen Irving': 1, 'Alderwood Valley Dairy Princess': 3, 'Lynnwood': 3, 'Grays Harbor': 1, 'Clark County': 1, 'Kendra Golob': 1, 'Whatcom County': 1, 'Inland Northwest': 1, 'Cassandra Forar': 1, 'McKenzie Klein': 1, 'Washington': 1, 'Laura Nelson': 1, 'NiBones Linde': 1}"
1101162642891.txt,"{'Rockford': 8, 'Alderwood': 6, 'Tom Rockford': 1, 'Alderwood City': 1, 'Monsons': 1, 'Monson': 5, 'Yakima Valley Highway': 1}"
1101162906435.txt,"{'Roberto Macapa': 1, 'Catalano': 3, 'Palencia': 2, 'Ramon Prado': 1, 'Armando Catalano': 3, 'Rio De Janeiro': 1, 'Rojas': 1, 'AP': 1, 'Parazuela': 1, 'Arturo Rojas': 1, 'Rojas Story': 1, 'Parazuelan Security Service': 1, 'Parazuelan': 1}"
1101243052340.txt,"{'Dale Lint of Outlook': 1, 'Alderwood': 9, 'Deanna': 11, 'Alderwood Community Hospital': 1, 'Verl Lint': 1, 'William Lint': 1, 'Deannas': 3, 'U.S. Army National Guard': 1, 'Dan Lutjemeier': 1, 'Washington State': 1, 'U.S. Coast Guard': 2, 'Texas': 1, 'Kan.': 1, 'Mike': 1, 'Christian': 2, 'Stembridge': 1, 'Irma': 1, 'Larned': 1, 'Valley Hills Funeral Home': 1, 'Yakima': 5, 'Elaine Getsinger': 1, 'Connecticut': 1, 'California': 1, 'Nadine': 1, 'Carolyn Hazzard': 1, 'Verl': 1, 'Aliyah Bissonette': 1, 'Rick': 2, 'Hatie Mae DeWald': 1, 'Elijah Hernandez': 1, 'Florida': 1, 'Heritage Grove Nursing Home': 1, 'Demetrio Hernandez': 1, 'Emily Rose Bissonette': 1, 'Payless ShoeSource': 1, 'Rick Bissonette': 2, 'DEANNA JEAN BISSONETTE Deanna Jean Bissonette': 1, 'Granger Assembly of God Church': 1, 'Sandra Gillihan': 1, 'LILY M. LUTJEMEIER Lily M. Lutjemeier': 1, 'Grandview': 1, 'Don Lint': 1, 'Richard Bissonette': 1, 'Alderwood High School': 1, 'Curlew': 1, 'Arthur': 1, 'Jesus': 4, 'Allen Lint': 1, 'Lillie': 1, 'Kitterman': 1, 'Randy Lint': 1, 'Ellen': 2}"
1101242636712.txt,"{'Doc Hastings': 1, 'Pasco': 1, 'Alderwood Republican Club': 1, 'Sandy Matheson': 1, 'Alderwood Parks and Recreation Commission': 1, 'Alderwood': 1, 'Ellen Howe': 1, 'GOP': 1, 'Hastings': 2}"
1101163443760.txt,"{'Birr': 2, 'John Panni': 2, 'Alderwood High School': 1, 'Dennis Birr': 1, 'Yakima Valley Community College': 1, 'Pacific Northwest': 1}"
1101243074777.txt,"{'Diego': 1, 'Rhyen': 1, 'John Daniel Rodriguez': 1, 'Prairieview Cemetery': 1, 'Jose': 2, 'Orian': 1, 'Vaudrey Todd': 1, 'Boren': 1, 'Linda Perez': 1, 'Krystle': 1, 'Alderwood': 9, 'Diana Castro': 1, 'David Rodriguez': 1, 'Conrad Jr.': 1, 'Julie West': 1, 'David Jr.': 1, 'Pam': 1, 'Idaho': 1, 'Tom Gaither': 1, 'Kan.': 1, 'Freeman': 1, 'Calif.': 1, 'Benton City': 2, 'Louise Wright': 1, 'Lawrence': 1, 'Sabino': 1, 'Amanda': 1, 'San Luis Potosi': 1, 'Andrea': 1, 'Meadow Rodriguez': 1, 'Mathew': 1, 'St. Joseph Catholic Church': 2, 'Ricky': 1, 'Anna': 1, 'Justin': 1, 'JUANA ORNELAS RODRIGUEZ Maria Juana Ornelas Rodriguez': 1, 'Jorden': 1, 'Meadow Jr.': 1, 'Gerald Boren': 1, 'Maria': 2, 'William Gaither': 1, 'Lynnwood': 1, 'Abdon Jr.': 2, 'Raquel Burgueno': 1, 'Alma': 1, 'Susan': 1, 'Adrian Michael': 1, 'Esther Rodriguez': 1, 'Benny': 1, 'Mexico': 1, 'Tammy': 1, 'Gloria Valdez': 1, 'Anthony': 1, 'Sylvia Rodriguez': 1, 'Emilio': 1, 'Lisa': 1, 'PATRICIA FAY ATCHISON Patricia Pat Fay Atchison': 1, 'Conrad': 1, 'Daniel Rodriguez': 1, 'Daniel B. Rodriguez': 1, 'Cristian': 1, 'United States': 1, 'Hayden Idaho': 1, 'Catalina': 1, 'Monica': 1, 'Robert Rodriguez': 1, 'Anita Gardner': 1, 'Ruben Rodriguez': 1, 'Ola Fay': 1, 'Cindie': 1, 'Danny Gaither': 1, 'Diego Jr.': 1, 'Ermalinda': 1, 'Samuel Sanchez': 1, 'Hayden Lake': 1, 'Yolanda Melendez': 1, 'John Daniel': 1, 'Montebello': 1, 'Cassandra': 1}"
1101242473945.txt,"{'Mel Sacher': 1, 'New Zealand Parliament': 1, 'Steve Evans': 1, 'Evans': 10, 'Ellensburg': 1, 'Rex Luthor': 1, 'Ted Mana': 1, 'Mana': 6, 'Alderwood': 3, 'New Zealand': 1, 'Alderwood Volunteer Fire Department': 1, 'Alderwood Police': 2}"
1101162488967.txt,"{'John Panni': 1, 'Bueno': 9, 'Bueno.Bueno': 1, 'Alderwood High School': 1, 'Devina': 1, 'Johnny Bueno': 1, 'Yakima Valley Community College': 1, 'Betty': 1, 'Alderwood': 3, 'Emilio': 1, 'Jonathan': 1}"
1101242456221.txt,"{'Alderwood National Bank': 2, 'Alderwood National Bank Story': 1, 'Alderwood Daily': 1, 'Ellie Olmsen': 1}"
1101242657134.txt,"{'Ken Bierlink': 1, 'Angel': 1, 'Alderwood Housing Authority Board of Commissioners': 2, 'Alderwood Community Center': 1, 'Raab': 1, 'Theresa Hancock': 1, 'Rex Luthor': 1, 'Alderwood Planning Commission': 1, 'Jennie Angel': 2, 'Alderwood City': 2, 'Bierlink': 1, 'St. Joseph*s Catholic Church': 1, 'Elizabeth Raab': 1, 'Hancock': 1, 'Alderwood City Council': 4}"
1101242721291.txt,"{'Alderwood First Church of Christ Scientist': 1, 'Iraq': 3, 'Mary Baker Eddy': 1, 'Donna Homer': 2, 'Jesus': 1}"
1101163834618.txt,"{'Alderwood Daily News': 1, 'Army': 1, 'Groves Chemical Weapons Annex': 1, 'Washington': 1, 'Alderwood General': 1, 'U.S. Army': 1, 'Pedro Prado': 1, 'Arthur': 1, 'Alderwood': 1, 'Prado': 1, 'George Prado': 1, 'Terry Arthur': 1, 'Associated Press': 1}"
1101163889404.txt,"{'Alderwood Community Hospital.Schlotfeldt': 1, 'Lindsey': 1, 'Lisa Gray': 1, 'Alderwood ER': 1, 'Linda Garner': 1, 'Schlotfeldt': 2, 'Alderwood Community Hospital': 2, 'Helen Schlotfeldt': 1, 'Ted Mana': 1, 'Schell': 1, 'Jamie Smart': 1, 'Everson': 2, 'Janice Schell': 1, 'Alderwood': 2, 'Kristi Cramblit-Powers': 1, 'Kristi': 1, 'Seattle Pacific University': 1, 'Janice': 1, 'Lindsey Schlotfeldt': 1, 'Tom Lathen': 1, 'Alderwood Police': 1}"
1101163941118.txt,"{'Juvenal': 1, 'Albert Smith': 1}"
1101242451711.txt,"{'Alderwood Parks and Recreation Department': 1, 'City Council': 1, 'Don Stiles': 1, 'Rex Luthor': 1, 'Stiles': 2, 'Andie Bieber': 1, 'Alderwood Parks and Recreation Commission': 1, 'Alderwood': 3}"
1101162506170.txt,"{'Edison': 1, 'Samuel': 3, 'Grandview': 1, 'Reagan': 1, 'Gorbachev': 1, 'Yakima Valley Business Times': 1, 'Jessee': 1, 'Bush': 1, 'Columbia Law University': 1, 'Don Padelford': 1, 'Alderwood': 4, 'Alderwood Defending Kerry': 1, 'Rick Herndon': 1, 'Congressional': 1, 'George Bush': 1, 'Israel': 1, 'Rob Rice': 1, 'Congress': 2, 'John Torch': 1, 'Greg Schlieve': 1, 'Bill Clinton': 1, 'Germany': 1, 'God': 1, 'America': 1, 'Rockford': 2, 'Nuremberg': 1, 'Alderwood Image': 1, 'Patty S. Denson': 1, 'Tom Rockford': 1, 'Ronald Regan': 1, 'Telford Taylor': 1, 'David': 2, 'Vietnam': 12, 'Kerry': 11, 'John Kerry': 6, 'Jane Fonda': 1, 'Taylor': 5, 'Clinton': 2, 'Alderwood Daily News': 1, 'Yakima County': 1, 'Alderwood Rockford': 1, 'Air Force': 1, 'Veterans Administration': 1, 'New York': 1, 'Geneva': 1, 'Monson': 1}"
1101162470951.txt,"{'Gilleland': 1, 'Mark Marro': 1, 'Ellensburg': 1, 'Noe Zamarron': 1, 'Alderwood High School': 1, 'Greg Gilleland': 1, 'Grizzlies': 6, 'Rangers': 1, 'Tony Cantu': 1, 'Cantu': 1, 'Alderwood': 4, 'Marro.Alderwood': 1, 'Naches': 4, 'Marro': 6, 'Central Washington Athletic': 1}"
1101162982898.txt,"{'Central Washington.Bottomley': 1, 'British Columbia': 2, 'Alderwood Noon Club': 2, 'Kelowna': 1, 'Rotary International': 2, 'Bottomley': 3, 'Rotarian Derek Bottomley': 1, 'Noon Club': 1, 'Rotary International Foundation': 1, 'Clearwater': 1, 'China': 1, 'Alderwood': 2, 'International Rotarian': 1, 'Alderwood Noon Rotary Club': 1, 'Alderwood Rotarians': 1}"
1101162965507.txt,"{'Mel Sacher': 1, 'Grandview': 2, 'Yakima Valley Fair': 1, 'Columbia Council': 1, 'Outlook Elementary School': 1, 'Alderwood': 1, 'Gatica': 5, 'Andrea Gatica': 1, 'Mid Columbia Council': 1}"
1101163001554.txt,"{'Alderwood': 1, 'Bernie Jaramillo': 1, 'Granger Chamber of Commerce': 3, 'Gracelia Valencia': 1, 'Judy Hulburt': 1, 'Teresa Cardenas': 1, 'Ibarra': 1, 'Hulbert.He': 1, 'Hulbert': 2, 'Granger School District': 1, 'Carl': 1, 'Granger': 7, 'Vince Castro': 1, 'Washington State Migrant Council': 1, 'GRANGER': 1, 'Yakima Valley': 1, 'Castro': 1, 'Guadulupe Sotelo': 1, 'Carl Hulbert.He': 1, 'Jennie Angel': 1, 'Yakima County': 2, 'Corky Mattingly': 1, 'Lupe Castro': 1, 'Washington': 2, 'Teodora Delgado': 1, 'Isabel Martinez': 1, 'Alderwood City': 1, 'Granger City Park': 1, 'Ernie Guerra': 1}"
1101163342119.txt,"{'Alderwood High School': 1, 'Grandview': 1, 'Yakima Valley Pathway': 1, 'Lower Valley Pathway Foundation': 1, 'Rudy Slupsky': 1, 'Alderwood': 1, 'Nixon': 2, 'Yakima Valley Highway': 1, 'Trish Nixon': 1}"
1201243446612.txt,"{'Nike': 2, 'James': 28, 'Washington': 1, 'Alan': 1, 'Chevy': 1, 'Alderwood High School Newspaper': 1, 'Alderwood': 2, 'Squirt': 6}"
1101162540358.txt,"{'Tom Denlea': 1, 'Benton City': 1, 'Lions Club': 1, 'Mary Kresse': 1, 'Wapato': 1, 'St.': 1, 'Skagit Valley': 1, 'Yakima Valley': 2, 'Granger Chamber of Commerce': 2, 'Granger Aquatics Committee': 2, 'Kathy Corliss': 1, 'Corliss': 5, 'Denlea': 1, 'Alderwood Chamber of Commerce Director of Promotions': 1, 'Ellie Olmsen': 1, 'Alderwood': 1, 'GRANGER': 1, 'Granger': 1}"
1101163002539.txt,"{'Alderwood School District': 1, 'Alderwood Christian High School': 1, 'Alderwood Valley Irrigation District': 1, 'Yakima County': 1, 'Washout Road': 1, 'Alderwood School District Executive Director of Business Dave Plesha': 1, 'Aaron Bones': 1, 'Fred Kilian': 1, 'Alderwood': 1, 'Plesha': 6}"
1101163072805.txt,"{'Heather Van de Graaf': 1, 'Ore.': 2, 'WA': 1, 'Shelby': 1, 'Arlington': 1, 'Dorothy Foster': 1, 'Wes': 1, 'Barbara Johnson': 1, 'Alderwood': 26, 'Indiana': 2, 'Dena': 1, 'Anna': 1, 'Charlie Turconi': 1, 'Shell': 1, 'Paul Kruger Sailor': 1, 'DONALD E. PALMER Donald E. Doc Palmer': 1, 'Everett Odeen Foster': 1, 'Darlene Leighty': 1, 'Rozella Ford': 1, 'Kirks': 3, 'Eva J.': 1, 'Washington State Employment Security': 1, 'Margot Posey': 1, 'Mont': 1, 'Gordon': 1, 'Mary E. Christen': 1, 'McAllister Museum of Aviation': 1, 'Portales': 1, 'Rosa Palmer': 1, 'Michael Odeen Foster': 1, 'Paul': 11, 'Seattle': 4, 'Randy Johnson': 1, 'Kent': 1, 'Neb': 1, 'Hilary': 1, 'Alissa': 1, 'Rick': 1, 'Grace College': 1, 'Mark Desmarais': 1, 'Mary': 1, 'Eva J. Palmer': 1, 'EVERETT ODEEN': 1, 'Mabton High School': 1, 'Everett': 1, 'Oregon': 1, 'Montana': 1, 'Sharon Cohu': 1, 'Lou Gehrigs': 1, 'Francis': 2, 'Jerald Ford': 1, 'Kyle Pugh': 1, 'U.S. Army': 1, 'Alderwood United Methodist Church': 2, 'Grandview High School': 1, 'Kirk Reed Wattenbarger': 1, 'Tamera Posey': 1, 'Mabton': 1, 'Grandview': 12, 'Fall City': 2, 'Chad': 2, 'Ed': 1, 'Dorothy Marie Clifton': 1, 'Kathy Van de Graaf': 1, 'Katie': 2, 'Ada Ford': 1, 'Tyler Johnson': 1, 'Kirk': 6, 'Tom': 1, 'KIRK REED': 1, 'Trinity Baptist Church': 2, 'Kacie': 1, 'Forrest Grove': 1, 'Bowen': 1, 'Emily Watterbarger': 1, 'Colleen Turconi': 1, 'Larry': 1, 'Sandy Thomas': 1, 'Great Falls': 1, 'Donald Sailor': 1, 'Clement Sailor': 1, 'Hillcrest Manor': 1, 'Lower Valley Rifleman Association': 1, 'Prosser': 1, 'Johanson': 1, 'Tri Cities Sports Officials Association': 1, 'Elgin': 1, 'Diana': 1, 'PAUL KRUGER': 1, 'Tex': 1, 'Dortha': 1, 'Salem': 2, 'Wells Funeral Home': 6, 'Vancouver': 1, 'Troy Gannon': 1, 'Leora': 1, 'Alderwood Community Hospital': 1, 'Eula May': 1, 'Dortha Partain': 1, 'The West Side Baptist Church of Yakima': 1, 'Raymond Wells': 1, 'Sadie': 1, 'Hannah': 1, 'Albert': 1, 'Dorothy School': 1, 'Kay': 1, 'Lynn': 1, 'Don': 5, 'Hanford': 1, 'Ryan': 2, 'Nebraska': 1, 'Heidi': 1, 'Grandview Cemetery': 2, 'Shell Oil': 2, 'N.M.': 1, 'LEORA L. FORD Leora L. Ford': 1, 'Kay Wattenbarger': 1, 'Alfred Palmer': 1, 'Edward Ford': 1, 'Portland': 1, 'Dennis': 1, 'Kinkade': 1, 'Yakima': 5}"
1101242678947.txt,"{'John Kerry': 3, 'U.S. Census Bureau': 1, 'Grover Cleveland': 1, 'Federal Reserve': 1, 'Department Store Union': 1, 'Department of Defense': 1, 'Herbert Hoover': 1, 'U.S.': 3, 'John R. Durso': 1, 'Bush': 14, 'New York': 1, 'Alan Greenspan': 1, 'United Food and Commercial Workers Union': 1, 'George W. Bush': 2, 'U.S. Department of Homeland Security': 1, 'America': 2, 'AFL-CIO': 2, 'Iraq': 1, 'JOHN R. DURSO': 1}"
1101162787426.txt,"{'Talia Spini': 1, 'Lady Grizzlies': 6, 'Alderwood': 8, 'Ellensburg': 4, 'Kacee Jo Bootsma': 1, 'Fischer': 2, 'Angel Carrizales': 1, 'Carrizales': 3, 'Mendez': 1, 'Mid-Valley League': 1, 'Bulldogs': 3, 'Ellensburg High School': 1, 'Devina Martinez': 1, 'Prosser': 1, 'Erica Mendez': 1, 'Alderwood Lady Grizzlies': 1, 'Linde': 3, 'Stevie Fischer': 1, 'Christy Linde': 1}"
1101162623703.txt,"{'Legislature': 1, 'Wa': 1, 'Arnold Schwarzenegger': 1, 'Dayton': 3, 'mind.California': 1, 'Washington': 8, 'Alaska': 1, 'Oregon': 1, 'C. Brunell': 1, 'Department of Labor and Industries': 1, 'California': 2, 'Association of Washington Business': 1, 'Seattle': 1, 'Idaho': 1, 'Schwarzenegger': 1}"
1101242497446.txt,"{'Dennis Avenue': 1, 'Franklin Avenue': 1, 'Edison Avenue': 1, 'Thornton': 1, 'American Legion': 1, 'Alderwood Police': 1, 'Juan': 1, 'Martha Chavez': 1, 'Bill Bank': 1, 'Rex Luthor': 1, 'Saul': 1, 'Black Rock Reservoir and Black Rock Creek Golf Course': 1, 'South Hill': 1, 'Alderwood City Council': 3, 'Bob': 1, 'Tom Seeger': 1, 'May Moore': 1, 'Bruce Rinz': 1, 'Seeger': 1}"
1101242563493.txt,"{'Kepcha': 14, 'Olympia': 3, 'House of Representatives': 1, 'Washington': 2, 'Washougal': 1, 'GOP': 1, 'Michael Kepcha': 1, 'Newhouse': 4, 'Vietnam': 1, 'Alderwood': 2, 'Newhouse Story': 1, 'Dan Newhouse': 2}"
1101163197619.txt,"{'Mel Sacher': 2, 'Terry Bergeson': 1, 'Deannie Dunbar': 1, 'Iowa': 1, 'Kevin Chase': 1, 'Mabton': 3, 'Washington': 3, 'Alderwood School District': 2, 'Kamiakin Elementary School': 1, 'Pioneer Elementary School': 2, 'Outlook Elementary School': 2, 'Alderwood': 1, 'Washington Elementary School': 2, 'Burgeson': 1, 'Chase.He': 1}"
1101162788910.txt,"{'Lamb': 4, 'Alderwood': 2, 'Connell Eagles': 1, 'Artz': 3, 'Connell': 3, 'Brandon': 1, 'CWAC': 2, 'Matt Emerson': 1, 'James Vela': 1, 'Kevin Concienne': 1, 'Brandon Artz': 1, 'Dustin': 1, 'East Valley': 2, 'Chris Mejia': 1, 'Grandview High School': 1, 'Concienne': 1, 'BENTON CITY': 1, 'Ryan Dill': 1, 'Hansen': 2, 'Cody McMillen': 1, 'Grandview': 9, 'Vela': 2, 'Central Washington Athletic Conference': 1, 'J.R. Camacho': 1, 'Silas Hansen': 1}"
1101162468967.txt,"{'Tony Magana': 1, 'Alderwood High School': 1, 'Maisy Sylling': 1, 'Romeo': 6, 'Juliet Story': 1, 'Ellie Olmsen': 1, 'Sylling': 2, 'Angela Marin.The': 1, 'Juliet': 5}"
1101243402764.txt,"{'Florence Kirchner': 1, 'Richland': 2, 'Douglas Herndon': 1, 'Herndon': 1, 'Rose': 1, 'Richland High School and Washington State University': 1, 'Kirchner': 1, 'First Lutheran Church of Kennewick': 1, 'Douglas Herndon Suzanne Kirchner': 1, 'Alderwood': 2, 'Tom': 1, 'Suzanne Kirchner': 1, 'Gary Herndon': 1, 'Alderwood Christian High School and Washington State University': 1}"
1101243294357.txt,"{'Pasco': 2, 'Grandview': 1, 'Oklahoma': 2, 'Washington State Migrant Council': 2, 'Washington State Dental Foundation': 1, 'Alderwood': 2, 'Columbia Basin': 1, 'Williams': 1, 'Washington D.C': 1, 'Yakima': 1, 'Southern Nazarene University in Bethany': 1, 'University of Oklahoma College of Dentistry': 1, 'Manda Lopez': 1, 'Spavinaw Dental Center': 1, 'Gregory Norell': 1, 'Clydine Norell': 1, 'Melissa Browning': 1, 'Seasonal Head Start Conference': 1, 'Mexican Embassy': 1, 'United States': 1, 'National Migrant and Seasonal Head Start Association': 1, 'Greg': 1, 'Head Start': 1, 'Lower Valley': 1, 'Jennifer Weiss Standley': 1, 'Washington D.C.': 1, 'Alderwood Valley': 1, 'Norell': 11, 'Barb Williams': 1}"
1201243446504.txt,"{'Food Safety Education': 1, 'Escherichia coli FactSheet Escherichia coli': 1, 'United States': 2, 'E. coli': 4, 'U.S. Department of Agriculture': 1, 'Cook': 1, 'US Department of Agricultures Food Safety and Inspection Service': 1, 'Escherichia coli': 1}"
1101162452967.txt,"{'Mel Sacher': 1, 'Auguste': 1, 'Bailey Clown College': 1, 'Waldo': 1, 'Barnum': 1, 'Arlo Waggoner': 1, 'Waggoner': 5, 'Alderwood': 1, 'Alderwood Beauty Academy': 2}"
1101163977242.txt,"{'FDA': 3, 'Mel Sacher': 1, 'Boynton Laboratories': 1, 'Boynton': 2, 'Alderwood': 1, 'Paraguay': 1, 'VonRyker': 1, 'Laurel Sulfate': 1}"
1101162964241.txt,"{'Hurricane Creek': 1, 'Kansas': 1, 'Chicago': 1, 'Minnesota': 1, 'Washougal': 1, 'Bermuda': 1, 'Damon': 7, 'Bubba Stewart': 1, 'Texas': 1, 'Rushmore': 1, 'Damon Palacios': 1, 'Abilene': 1, 'Ivan Tedesco.Damon': 1, 'Dave': 4, 'Tennessee': 1, 'California': 1, 'Sears Tower': 1, 'Palacios': 3, 'Lynn': 4, 'Dave.Palacios': 1, 'Abraham Lincoln': 1, 'Dave.Damon': 1, 'Florida': 1, 'United States': 1, 'Damon.Damon': 2, 'Loretta Lynn': 2, 'St. Louis': 1, 'John Panni': 1, 'Washington': 1, 'Dave.Dave': 1, 'Stock Oil Injection': 1, 'American Motocross Association AmateurYouth National Motocross Championship': 1}"
1101163002039.txt,"{'Angelo': 1, 'Tucker Cellars': 1, 'Alexandria': 1, 'Prosser Chamber of Commerce': 1, 'Lemberger': 1, 'Kennewick Lions Club': 1, 'Susan Webber': 1, 'Washington': 2, 'Webber': 1, 'Cathleen': 1, 'Yakima Valley Dairy Women': 1, 'Alderwood': 1, 'Washington State': 1, 'Don Quixote': 1, 'Alexandria Nicole': 1, 'Yakima Valley Highway': 1, 'Food Fair Board of Directors': 1}"
1101242808401.txt,"{'Alderwood Parks and Recreation Department': 1, 'Denny Blaine': 1, 'Miller': 2, 'Alderwood High School': 1, 'Rex Luthor': 1, 'Laura Berkompas': 1, 'Alderwood': 1, 'Board of Adjustment Board Retired Alderwood': 1, 'Cal Ripken Baseball': 2, 'Alderwood City Council': 1, 'Alderwood Board of Adjustment': 1, 'Craig Miller': 1}"
1101242429898.txt,"{'Grandview': 5, 'Chante Bottineau': 1, 'Kealey Johnston': 1, 'Yakima': 1, 'Steilacoom': 1, 'Tonhya Wysong': 1, 'State': 1, 'Valentina Solis': 1, 'Danelle Cowan': 1, 'Ephrata': 5, 'Ellie Olmsen': 1, 'LaFever': 4, 'Grandview Lady Greyhounds': 1, 'EPHRATA': 1, 'John LaFever': 1, 'Angie Cabrera': 1, 'Mari Cornejo': 1}"
1101163941150.txt,"{'Bougainville': 1, 'Albert Smith': 1, 'Alderwood': 1, 'Denis Diderot': 1}"
1101162787910.txt,"{'Clark': 1, 'Phil Luther': 1, 'Keith Miller & Steward Rogers': 1, 'Schutt': 1, 'Herber': 1, 'Washington State University': 1, 'Harle': 1, 'Alderwood': 3, 'Ken Ott': 1, 'Toppenish': 1, 'Adams Country Club': 1, 'Robi Raab': 2, 'Burke': 2, 'Black Rock Creek': 2, 'Ty Stotz': 1, '9-Mike Nichols': 1, 'Yakima': 2, 'Andrew Schutt': 1, 'Keith Grace': 1, 'Rice': 1, 'Craig Boge': 1, 'Hall': 6, 'Luther': 1, 'Edwards': 1, 'Raab': 3, 'Yakima Valley Amateur': 1, 'Syverson': 1, 'Davis': 1, 'Veliz': 1, 'Bob Hall': 1, 'Tom Diener': 1, 'Wes Campbell': 1, 'Bob Hicks': 1, '9-Robi Raab': 1, 'Barker': 1, 'Alderwood High School': 1, 'Joe Herber': 1, 'Kolb': 1, 'Campbell': 1, 'Christian High School': 1, 'Stotz': 18, 'Jim Schlenker': 1, 'Ivan Porcayo': 2}"
1101163572132.txt,"{'Rojas': 1, 'U.S. Coast Guard': 1, 'U.S.': 1, 'Washington': 1, 'United States': 1, 'Parazuela': 2, 'Coast Guard Investigative Service': 1, 'Arturo Rojas': 1, 'Ellie Olmsen': 1, 'Portland': 2, 'Portland Port Authority': 1, 'Porvenier Luminoso': 1, 'Parazuelan': 1, 'ZIM Parazuela III': 1}"
